id,name,review_count,rating,latitude,longitude,price,station
XrDNvRVXmYXrYTLZZzJyow,Les Résistants,8.0,5.0,48.870082,2.360515,€€€,Jemmapes - Ecluses Saint-Martin
NEEgRG1lU4yb4RfugrR43A,Tony,7.0,5.0,48.87291,2.35424,€€,Jemmapes - Ecluses Saint-Martin
Q-iqfYih1nTEEWIWyBt8Pw,Jumbo Express,7.0,5.0,48.8789393,2.3633725,€,Jemmapes - Ecluses Saint-Martin
Q6mfWCz0hMu9wsfO1zQy2A,0/Gustave,7.0,5.0,48.87071,2.35641,€€,Jemmapes - Ecluses Saint-Martin
vS9_lZDvPPkoQndrqKo79Q,HABILE.,6.0,5.0,48.86965,2.36067,0,Jemmapes - Ecluses Saint-Martin
hu53X0AgSKMt8UuHjp5ZLw,Giacomo,6.0,5.0,48.8799748122413,2.36246455460787,0,Jemmapes - Ecluses Saint-Martin
lqJ84DHC4vGOka8laTNfKw,La Vache dans les Vignes,12.0,5.0,48.8696287,2.36711,€€,Jemmapes - Ecluses Saint-Martin
yxMjypY-Wbgwe9LtynROxw,John Circus,6.0,5.0,48.8748999,2.35562,€€€,Jemmapes - Ecluses Saint-Martin
i-x9jq6JRv8jpH8SUztwSA,Po Boy,6.0,5.0,48.8718404994787,2.36538011395959,0,Jemmapes - Ecluses Saint-Martin
LwDEWaKJzae_Pswp4f8n5A,5 Pailles,11.0,5.0,48.87322,2.35452,€€,Jemmapes - Ecluses Saint-Martin
dTfNXkhHxZATdgzQhUEPtA,Primeur,5.0,5.0,48.87156,2.37837,0,Jemmapes - Ecluses Saint-Martin
hCNPRyAorAeHoh3YsibMRA,Chennai dosa,5.0,5.0,48.879724,2.35751,0,Jemmapes - Ecluses Saint-Martin
haFOSMmsts549sIVUXbttw,SAIN Boulangerie,5.0,5.0,48.87193,2.36617,0,Jemmapes - Ecluses Saint-Martin
BB7mWOm8nHIQh8Iney68Kg,Boulangerie Tembely,9.0,5.0,48.88711,2.35344,€,Pajol - Place Herbert
IO8XFm4B0xoZlJDp_LhS0w,Le 104,9.0,4.5,48.890225,2.370082,€€,Pajol - Place Herbert
lskzvgYAIPNrWq_RMpq2aA,La Maison Thaï,6.0,4.5,48.89143,2.36134,€,Pajol - Place Herbert
pf4wbF0FiRkgkrJY6nCCyQ,Thai 18,6.0,4.5,48.89003,2.36021,€€,Pajol - Place Herbert
g1M73kBmjYj3bWi37RaFtA,Péniche Antipode - Abricadabra,48.0,4.5,48.88677189326417,2.375423138381185,€,Pajol - Place Herbert
9s_6-zeLtobYHy28M9ccMQ,Les Routiers,31.0,4.5,48.888886,2.360083,€€,Pajol - Place Herbert
K5T7N8ZlrilNTX6OdtjC6Q,Lomi,75.0,4.5,48.890313,2.35531,€€,Pajol - Place Herbert
Y1AgP6b5q8wT6xnpXGPBVw,Le Bassin de la Villette,6.0,4.5,48.88629,2.37494,0,Pajol - Place Herbert
jxJ6B1IGD3UsmMTOXptARA,Au Duc de la Chapelle,6.0,4.5,48.89549,2.36325,€€,Pajol - Place Herbert
17idPukUd766jj1VbvxRXg,La Forêt Noire,2.0,5.0,48.8902341898043,2.35465994280407,0,Pajol - Place Herbert
-zFZOZuGQKUcaIbaGASo3A,Restaurant Rime,2.0,5.0,48.88785922,2.35982748,€,Pajol - Place Herbert
QW_3m4g6a_B5uQt9T96XKg,Bob's Bake Shop,40.0,4.5,48.8887667370818,2.36293970301517,€€,Pajol - Place Herbert
YZ6majJgV46Oc6jdPqtQ3Q,Anima,4.0,4.5,48.885212,2.352787,0,Pajol - Place Herbert
Vh5ZEAlVv7fgDagjELw35g,Shin Juku,2.0,5.0,48.8909646,2.3606396,0,Pajol - Place Herbert
rDxm1ifIiTfDH9RAsJteDg,Le Petit Tibet,8.0,4.5,48.8848940934691,2.36512117221061,€€,Pajol - Place Herbert
rsnetdq0Csh1pWwfTTgH2w,Le Canaille Gourmet,2.0,5.0,48.884644,2.364138,€€€,Pajol - Place Herbert
HoHyYr_1khMP763uAPctgw,Café des Sports / Hotel,2.0,5.0,48.891,2.37627,0,Pajol - Place Herbert
b9xcHyeMHOCysmhcwUtzrg,Ice Kube,31.0,4.0,48.887466,2.358853,0,Pajol - Place Herbert
M9KZBXIO6pCu2waIrYhvGQ,La Goutte d'Or,8.0,4.0,48.88501,2.3525,€€,Pajol - Place Herbert
a41eEenOJO3wvOuGtbFX5g,Muniyandi Vilas,40.0,4.0,48.8838873,2.35912310000006,€,Pajol - Place Herbert
C0PIvZ7tUKdxi7CLIk2w4g,Café Kaldi,5.0,5.0,48.85824,2.43603,€,Lucie Aubrac - Franklin
QiHeh_-Nmek410nrWXuJTQ,Le Drunken,6.0,4.5,48.85718,2.43397,0,Lucie Aubrac - Franklin
iSXAiRhlSfvXs4BczLSV1A,Bustronome,21.0,4.5,48.87276,2.294027,€€€€,Lucie Aubrac - Franklin
Q_Gz6_pMA3VpYbdyOMQjdg,Coach jardin,3.0,5.0,48.8819885,2.1854501,0,Lucie Aubrac - Franklin
KqZSk4_ugXe5SZSfQsafNA,Le Réfectoire - Foodtruck,12.0,4.5,48.8569297790527,2.34120011329651,€€,Lucie Aubrac - Franklin
eakoVR0HKMvjtEsBILvmaQ,Apsara,8.0,4.5,48.8683282499801,2.43209838867188,€,Lucie Aubrac - Franklin
YwfVd74eOszith6k5CPLvQ,Glacier Martinez,2.0,5.0,48.86259,2.44214,0,Lucie Aubrac - Franklin
7MKN5a6TVwdwtuCtOdbf-A,Casa Lovi,8.0,4.5,48.8576012,2.43314,€€,Lucie Aubrac - Franklin
FU8FjsdashthkGM_GhB2gw,La Bottega Della Pizza,2.0,5.0,48.8601831970923,2.43885319679975,0,Lucie Aubrac - Franklin
qmFnpvyjP3708OPjyDupxA,La Romainville,3.0,4.5,48.8599391,2.4390436,€€,Lucie Aubrac - Franklin
appCOYTQUEIwoMxvos4Xug,Villa 9 Trois,28.0,4.0,48.86391,2.43313,€€€€,Lucie Aubrac - Franklin
Vtf3s-f-EK5V1ONUxW_I5w,Le Garage à Crêpes,1.0,5.0,48.8558197,2.44221,0,Lucie Aubrac - Franklin
cApHABm0BGS4xBsOdm2ukA,Le Jardin de Montreuil,10.0,4.0,48.8534,2.4348,€€€,Lucie Aubrac - Franklin
Uon80EaNfcoxmpr5SS8HoQ,El Pincho,1.0,5.0,48.8576696,2.4342436,0,Lucie Aubrac - Franklin
ijKib0GFoY6mk02kdWyXRw,La Station Services,1.0,5.0,48.86012,2.43926,0,Lucie Aubrac - Franklin
KihX5t1xFbRgPHh22TW6xg,Duchet Christophe,1.0,5.0,48.85581,2.43972,0,Lucie Aubrac - Franklin
2vMVSmKactz_MjYkfLd-PQ,Le Chinois,4.0,4.5,48.858369,2.434087,€,Lucie Aubrac - Franklin
-gAuYHPoJ0vGSl5uaBHHRQ,I Love Asie,1.0,5.0,48.854229,2.4321101,0,Lucie Aubrac - Franklin
jYCDR_9ACz159NXRvQOKww,Le Mange Disc,8.0,4.0,48.8658135,2.4466307,€€,Lucie Aubrac - Franklin
HV4cQ4pz7qVyYb3I1T4fyg,Restaurant Filippo,7.0,4.0,48.8581999,2.43616,€€,Lucie Aubrac - Franklin
nqb3iKcboDnrGpL3xrq23Q,Tu Fais ta Crêpe,6.0,5.0,48.85002,2.28913,0,Joseph Liouville - Croix Nivert
sAeOKc8TxV0Q_b2cVMJ6Zg,Flirt'The,5.0,5.0,48.8537336,2.3073545,0,Joseph Liouville - Croix Nivert
rooUGpVIJkwnYQyaCaBcZg,Arzeh,5.0,5.0,48.8413506,2.30373,€,Joseph Liouville - Croix Nivert
SjoaLqu2jTjYjeP0IOotZQ,Les Nouilles Fraiches,8.0,5.0,48.8475092,2.29966,0,Joseph Liouville - Croix Nivert
XIb_L5SQSzgKbMWcesBQuw,Neige d'Eté,32.0,5.0,48.8453598,2.2990401,€€€€,Joseph Liouville - Croix Nivert
3B5NtIoQuC--Bme00uDUIA,Le Félix,8.0,5.0,48.84739,2.30599,0,Joseph Liouville - Croix Nivert
ytPPamo0GP3R3y8uCYxSRw,Bacco,6.0,5.0,48.8436329206109,2.29445453910999,€€€€,Joseph Liouville - Croix Nivert
KW9w_p_CZFUvLduYErAMEA,La Chich'Art,58.0,5.0,48.84463,2.3108,€€,Joseph Liouville - Croix Nivert
TO1J6K91RjaLnu2RbXdRlA,Ido,5.0,5.0,48.8397197746534,2.30563477778801,0,Joseph Liouville - Croix Nivert
4dYX73U9ROTNQZ4GBSlg5w,Akasaka,5.0,5.0,48.84767,2.28564,0,Joseph Liouville - Croix Nivert
dbdJFucvf4i2zpmUW8n_eQ,La Maison de la Mozzarella,5.0,5.0,48.84928,2.29467,€€,Joseph Liouville - Croix Nivert
jAAdF3qWMcVpjP-gR4EADA,Les Frères Bretons,26.0,5.0,48.8490914,2.2987172,€€,Joseph Liouville - Croix Nivert
9-I2IlzSxJ9_55ezLGSYZw,Boulangerie Suffren 55,29.0,5.0,48.85291,2.29843,€,Joseph Liouville - Croix Nivert
285ac4ebFwBxQP1_Tpb4vg,Boulangerie Le Linois,4.0,5.0,48.84696,2.2853,0,Joseph Liouville - Croix Nivert
gyxq68OZaFWg0yYg2vMeGA,Le Concert de Cuisine,16.0,5.0,48.8531,2.2879,€€€,Joseph Liouville - Croix Nivert
UP5jnt30VLhmmOxQ9d1fgg,Le Cosmos,4.0,5.0,48.8471,2.29361,0,Joseph Liouville - Croix Nivert
cXYN8hF9yPGIebcZoJVPeA,Jium,4.0,5.0,48.84869,2.29668,0,Joseph Liouville - Croix Nivert
kVSdrsA5BFfWEaCzLv2czQ,Le Moulin de la Croix Nivert,4.0,5.0,48.84599,2.2989,0,Joseph Liouville - Croix Nivert
ZN-ATyEKr7NoUWzk4NZ7vA,Les Cafééries de Paris,4.0,5.0,48.83676,2.29807,€€,Joseph Liouville - Croix Nivert
npMKQlvcITn53sh96D_Ujg,Good News Coffee Shop,7.0,4.5,48.84368,2.2955899,0,Joseph Liouville - Croix Nivert
BR25gexBROPbNOuz0XgXDQ,Combat,5.0,5.0,48.873408,2.382214,€€,Marché Secrétan
VLk9hr7jYGgUujYkqver7A,Café Odilon,8.0,5.0,48.8891849554352,2.38175801932812,€€,Marché Secrétan
kPyqVsm4qdXb9sZvRQ8k2Q,La Brick,18.0,5.0,48.87559,2.38188,€€,Marché Secrétan
WtZnM3ihizTHiKQnO7RTtQ,Café Mama Kin,5.0,5.0,48.8894145,2.3836315,€,Marché Secrétan
DSMFt9iDBuSm18s2C8ZcgA,La Nonna,5.0,5.0,48.8745499,2.3735001,0,Marché Secrétan
idE1IsuSdkTmatYIQGQ8JA,Adaggio,5.0,5.0,48.88116853365,2.36392434686422,0,Marché Secrétan
ROcEH_ESZp6hV_k09eQ4mQ,Bricktop Pizza,4.0,5.0,48.8779899,2.36556,€€,Marché Secrétan
aKjfwIP192Vw1OC4Lirq-A,Le Cadoret,4.0,5.0,48.8747186967947,2.38108499289667,0,Marché Secrétan
EGaSDUrhj2QGcfD87IIdJw,Le Verre Taquin,7.0,4.5,48.8758962495005,2.36877180416375,0,Marché Secrétan
Tn63b3wXUoXuEedkKaQJyw,Simonetta,7.0,4.5,48.8902828134029,2.38396789842577,0,Marché Secrétan
y_cYyZ5gGA1WjNqcrucl-w,FLESH,15.0,4.5,48.88009,2.36684,€€€,Marché Secrétan
lyo0XqwY4iB6K3PcQX2sww,Sunny,5.0,4.5,48.87902,2.37797,0,Marché Secrétan
taedvvHE1GIYobAAu7WrIA,La Guincheuse,7.0,4.5,48.88325,2.36782,€€,Marché Secrétan
vKETCYfbc5IZlhyr5SjvpA,Myrthe,13.0,4.5,48.873539,2.3647699,€€,Marché Secrétan
47wYMlaIBVzcjUNmwuBWSQ,Toda l'Akel,4.0,5.0,48.8895627,2.3779289,0,Marché Secrétan
zj_VG6_wjhJK30su7ZZCyg,La Favorita,12.0,5.0,48.88358,2.34299,0,Square d'Anvers
IKCv97UEI-4gp133NzW8HQ,Abuela,8.0,5.0,48.8794923766656,2.33598176389933,0,Square d'Anvers
gfCBVPT48Noe4qGEVkpN5g,Wine Therapy,9.0,5.0,48.876438,2.344895,0,Square d'Anvers
HO31AKmlmywDkpcwhDWh-A,Via Emilia,5.0,5.0,48.87929,2.33512,0,Square d'Anvers
De9ggm_AZYtUbg4NMuxxsg,Ken Kawasaki,5.0,5.0,48.88722,2.33298,€€€€,Square d'Anvers
APHdwLHJ1Qggnq1OripT_A,Boulangerie & Patisserie Cyprien,5.0,5.0,48.880572,2.33526661992073,0,Square d'Anvers
eLppXlyGwUwqvlSHmpHIgg,Louis,5.0,5.0,48.875061,2.3387899,€€€€,Square d'Anvers
SIgX2ygdmJ5MozV9yzGYvw,Ferrand Michel,7.0,5.0,48.87745,2.34932,0,Square d'Anvers
LiswnNHQWuf2VO9C_2d59Q,Kanna Tanna,7.0,5.0,48.8800049,2.3345288,0,Square d'Anvers
iCC9ruwg8jVLxt77syO8XQ,Pizza Del Mundo,6.0,5.0,48.8845406,2.3412299,0,Square d'Anvers
oA1AJEEPOcVSH1KQFopPGw,Le Bergerac,5.0,5.0,48.87755,2.33845,€€,Square d'Anvers
8HayzmdrC1JqWLi_7uonSA,Chez Delphine,8.0,5.0,48.8772257556351,2.33733181919955,0,Square d'Anvers
JSuT7a7vgZVGyCvQMYSemg,Étsi,6.0,5.0,48.890361,2.332896,0,Square d'Anvers
b-bFPUjflbPMEZ6Z1Co9Wg,Haha,5.0,5.0,48.88529,2.33525,€€,Square d'Anvers
4xLQMBNHCrtCJ2wj-pAXUQ,Domenico’s,8.0,5.0,48.876947,2.338323,0,Square d'Anvers
eoUCWArm9w8kXtyA0N7MoQ,ASPIC,28.0,5.0,48.87918,2.34367,€€€€,Square d'Anvers
V6-KvEIECs8P2cXayCO22Q,Signature Montmartre,18.0,5.0,48.88443,2.34129,0,Square d'Anvers
Yz-FRQ1qlXBxXX7YADx0KQ,Bonthés,9.0,5.0,48.891343950777,2.3379677254929,€€,Square d'Anvers
6GOzjK6ONKw2mCxGSc4gqA,B&M,9.0,5.0,48.884396,2.339872,0,Square d'Anvers
r5hIJbPCB2Q0_sw1EBS4Zw,Mr. T,5.0,5.0,48.86269,2.3636499,€€€,Grand Prieuré - Crussol
eW7xda0_ISEo_1ZG8g22WQ,Le Café de la Mairie,5.0,5.0,48.86353,2.36097,0,Grand Prieuré - Crussol
b95KnQnbSXGNFMlJVcJVnA,Le Four du Marais,6.0,5.0,48.8575643836822,2.36434301598659,0,Grand Prieuré - Crussol
FyROvdQq9ZeGwtD40u0e4Q,La Ruée vers l'Orge,6.0,5.0,48.8656,2.35959,€,Grand Prieuré - Crussol
0yly7egVha2qZWsM_54imw,Medusa,5.0,5.0,48.85636,2.3782899,€,Grand Prieuré - Crussol
I5ABgPbV2IyPOZIIFmNzow,Fong Lai,5.0,5.0,48.865415,2.369119,€€,Grand Prieuré - Crussol
IV-U3hpsW7eL0eB3ogSc9A,Jackpot,8.0,5.0,48.86179,2.3573,0,Grand Prieuré - Crussol
u0g7WQaFcrIBhG29TSzWJw,Maison,5.0,5.0,48.86374,2.37922,0,Grand Prieuré - Crussol
7oFpNTCcsQZE0RbFp7Y3BA,DICE Caffè,6.0,5.0,48.855943163075,2.36710687116729,0,Grand Prieuré - Crussol
R3bELm2-TJPBNu3Y9edaGA,Les Enfants du Marché,8.0,5.0,48.86296,2.36215,0,Grand Prieuré - Crussol
sELjVQsud9aKqLhBC9vNqw,Pontochoux,16.0,5.0,48.861319,2.365104,0,Grand Prieuré - Crussol
2VjVSIw300_iDsK_gi_emg,Le Petit Falafel,15.0,5.0,48.86527894542,2.36841570585966,€,Grand Prieuré - Crussol
53U3AEWiVgf-vKVfithMrw,Co Ba Saigon,22.0,5.0,48.8659652,2.365558,0,Grand Prieuré - Crussol
rkNa2PaSNb1Y8zDu9fHbww,Korus,10.0,5.0,48.85925,2.36817,€€€,Grand Prieuré - Crussol
RxLHqvoEE62nwIcsxA3VHA,Krügen ROI,10.0,5.0,48.86813,2.37386,€€,Grand Prieuré - Crussol
gW2d26Iz5c4gesMCZ7agHA,Pasta Luna,6.0,5.0,48.8501731,2.3301594,€€,Mairie du 7ème
lZWlDIhp9cbnJN4FvmoTBg,Koï,10.0,5.0,48.85455,2.30765,€€,Mairie du 7ème
yFZ1_kGVYiTwqNR2O4HQqA,Cook'n Saj,19.0,5.0,48.85314,2.33197,€€,Mairie du 7ème
AzmLFVuOHT3QbfGcoLe4qg,Happy Caffé,116.0,5.0,48.86476,2.329615,€,Mairie du 7ème
DUjjUkDexVXd3hef0rhlZg,La Table d'Aki,17.0,5.0,48.85111,2.31929,€€€,Mairie du 7ème
KsPNOKokkwf6lTNQiF5Q4w,Casa di Mario,7.0,5.0,48.851463,2.323327,0,Mairie du 7ème
d_FCQt27rR-uJypwgjFPbg,Ladurée,7.0,5.0,48.865301,2.3277099,0,Mairie du 7ème
oBry7omEm5kavp_l86AjCA,Khajuraho,24.0,5.0,48.861542,2.310126,0,Mairie du 7ème
EmeR6gAn-CUNaKE4icbgnw,Reed - Restaurant,50.0,5.0,48.859,2.3075899,€€€,Mairie du 7ème
1S3P9O2J2e7JPv2UmRSsLw,Tomy and Co,16.0,5.0,48.86056,2.30944,0,Mairie du 7ème
3nJa6ra1CetN2HTaIzUXoA,Restaurant ES,5.0,5.0,48.85647,2.32113,€€€€,Mairie du 7ème
vXBXu2G6YaiGHsH4wO3wEw,Le 27 Madame,5.0,5.0,48.84978,2.33187,0,Mairie du 7ème
4AlcEZLAWfGWyCkRcQoWuw,Mariette,46.0,5.0,48.856016196205,2.3058138676935,€€€€,Mairie du 7ème
zFxHWHYX6_MQcnso2KSBag,Gusto Italia,44.0,5.0,48.8589903,2.307595,€€,Mairie du 7ème
AIgHVORoeEsGKKVZVSNlPg,La Bonne Excuse,20.0,5.0,48.858552,2.327725,€€€,Mairie du 7ème
kpxcH7VsExHmbjzRHgizVw,Aïda,16.0,5.0,48.85021,2.31869,€€€€,Mairie du 7ème
FJjyEXO6UTirJzQtwwx44Q,Le Carrousel de la Tour Eiffel,8.0,5.0,48.8543345,2.3134029,0,Mairie du 7ème
2oKjqg386xiVUN3tOFFrug,Sylvestre,4.0,5.0,48.85974,2.30862,0,Mairie du 7ème
uSbrVw_sVHOthg63MwJBxA,Zia Paris,91.0,4.5,48.854286,2.3071856,€€,Mairie du 7ème
W1BQq4zOuiOnR3jgnPWNDQ,Le Bonne Nouvelle,5.0,5.0,48.87053,2.350453,0,Saint Georges - d'Aumale
lGRVrfoE-6vd7nfVHzfkaw,Les Saveurs de Batignolles - Boulangerie Julien,7.0,5.0,48.88275,2.32427,€,Saint Georges - d'Aumale
xU7XqyR-7gbdQeY7kSfJOA,Miznon,5.0,5.0,48.872894,2.3425698,0,Saint Georges - d'Aumale
vBgH6P6TGe5WiEIYY32zug,Vivre Opéra Garnier,11.0,5.0,48.86922,2.33446,€€€,Saint Georges - d'Aumale
H-zQAY6zHAb-fWpJnpPh2g,Le Distrait,10.0,5.0,48.86989,2.34919,€€,Saint Georges - d'Aumale
2iXqrG7UVTQj4VLX9ts7ZQ,Méli Mel'Anges,5.0,5.0,48.890543,2.28629,0,Anatole France - Louise Michel
JbITkgisChYWtrAxsnFRTw,Fricotin,6.0,5.0,48.880744,2.299896,0,Anatole France - Louise Michel
C0E_6Vkp4_ZkOhshlaUzfA,Abydoise,5.0,5.0,48.8853071775556,2.29329639464572,0,Anatole France - Louise Michel
1SqrXDSixGOGpUrM7FYYeg,Resto Today,6.0,5.0,48.890948,2.278801,0,Anatole France - Louise Michel
2BdUhnAAPohrmbX-8FWwyQ,Roca,9.0,5.0,48.8848837,2.2950957,€€€€,Anatole France - Louise Michel
qYtTvEq5ZLDbQYisalAIUw,Kusmi Tea,7.0,5.0,48.8825999,2.29599,€€,Anatole France - Louise Michel
EVHq81kzEilIWvm06roNbQ,In Casa,7.0,5.0,48.8966484,2.27565,0,Anatole France - Louise Michel
GxyDiKMzNyE-7Sui55h7jw,L'Aligot,14.0,5.0,48.8823099,2.29584,0,Anatole France - Louise Michel
bY3F-s9tLFgZMMaC0FrLAA,Parc de la Planchette,6.0,5.0,48.893217,2.287864,0,Anatole France - Louise Michel
8sKh4WaYS6jAFfnz8cdQLQ,Le Trois-Quart,6.0,5.0,48.88253,2.29417,€€€,Anatole France - Louise Michel
gEFwkNmam8Dev4EXmc-BlQ,Phébé,6.0,5.0,48.885498,2.296771,€€,Anatole France - Louise Michel
RFYaxrDX1uT1ZlNOdfuDOA,En Vert et Contre Tous,6.0,5.0,48.89059514,2.28774905,€€,Anatole France - Louise Michel
l71FXlZrExpRs5RqX9Ty-A,Petrus Exploitation,5.0,5.0,48.8852199,2.29653,0,Anatole France - Louise Michel
lgCDqPkFhnvn_qTDFphdYA,Burger Delight,7.0,4.5,48.88148,2.29503,0,Anatole France - Louise Michel
uqX65Je_8GAvvhsqG6X5ow,Boulangerie Lohezic Jocelyn,11.0,4.5,48.8831405,2.2985314,€€,Anatole France - Louise Michel
x3OIwHaSHcfN5z0KWnuC4g,Le Petit Champerret,13.0,4.5,48.88456,2.29102,€€€,Anatole France - Louise Michel
QKOaZpL4tnhEBFyd0EeeCA,L'Elfe Assis,10.0,4.5,48.88954,2.28937,€€,Anatole France - Louise Michel
CB8HN0AnBxV3jEZYggsTVQ,Ballon et Coquillages,5.0,4.5,48.88042,2.28521,€€€,Anatole France - Louise Michel
ygxg5QxtApRZtQtv2nkaxw,Raoul Maeder,10.0,4.5,48.886782,2.296108,€€,Anatole France - Louise Michel
UVaUpD0MsW4GUX9AeRtTkw,boulangerie de sablonville,5.0,4.5,48.8802455,2.2768911,€€,Anatole France - Louise Michel
9m27lKBvquj1XVn94ytW3w,Il Covo,7.0,5.0,48.8655727,2.3774005,€€€,Parmentier - Hôpital Saint-Louis
dONNqHhumDtsnxgXI1FFdw,Divin' Art,14.0,5.0,48.8662500292687,2.35742361851058,0,Parmentier - Hôpital Saint-Louis
Y3jckbVRuGWNNS1sFz2vKw,Armonia,5.0,5.0,48.8563,2.3055,0,Varenne
jVspEfYCGnJVg0FNeP6LeQ,Boulangerie Laurent B,19.0,5.0,48.85849,2.302267,0,Varenne
-rcpysSmRK2hqapL0OCW8g,Sapori di Parma,17.0,5.0,48.856232,2.3021,0,Varenne
RS7zLsdgYgYvErU1ZljifQ,Tabac de l'Université,10.0,5.0,48.861151,2.305332,€€€,Varenne
cI4V2GfhtUIFHq9FW5ptHg,Le Cairn,7.0,5.0,48.8594099,2.30187,€€,Varenne
0tO0G-_b4HXY8jBMY8Nhlg,Aux Merveilleux de Fred,23.0,5.0,48.85924,2.30485,€€,Varenne
Y_a6B6XEeIXSyF5pyfLEWg,Le Lotus Impérial,6.0,4.5,48.884722,2.268588,€€,Paul Vaillant Couturier - Chaptal
jUoy1vo748LNM_iyq_vBFg,Yotaro,4.0,5.0,48.887718060201,2.28594616055489,€€,Paul Vaillant Couturier - Chaptal
DO20Zh_yvk3UJeWiA_Xt7w,Lily de Neuilly,15.0,4.5,48.89276,2.27118,€€€€,Paul Vaillant Couturier - Chaptal
W9YBfaQ8snwoKBi5EWG5Fw,La Koutoubia,9.0,4.5,48.897221,2.290577,€€,Paul Vaillant Couturier - Chaptal
eZZwkHbvjKBX6kvW5vZLUQ,Les Délices du Kashmir,12.0,4.5,48.8956145,2.2817502,€€,Paul Vaillant Couturier - Chaptal
kjQpLIlnJ8u-y2PvnHVLsA,Le Wilson Park,6.0,4.5,48.89519,2.28757,€€,Paul Vaillant Couturier - Chaptal
cKRSQzqdzNX8ScMz4IVx3g,Big Fernand,10.0,4.5,48.89514,2.28157,€€,Paul Vaillant Couturier - Chaptal
syOSxYizAeqZXYHLq3pt9w,Le Sabodet,20.0,4.5,48.8937843,2.2910843,€€,Paul Vaillant Couturier - Chaptal
5Sp2qtqWdIvG6chl6DSj2Q,Pizzeria Lotauro,2.0,5.0,48.8844464,2.2910337,0,Paul Vaillant Couturier - Chaptal
kz3PdcEnAFqxzsFGYupF_w,Hausboot,2.0,5.0,48.8862724304199,2.26517510414124,0,Paul Vaillant Couturier - Chaptal
