id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,price,station
ivik9fxKe1Kw3EkTjp7yKA,le-comptoir-de-l-artoise-paris-2,Le Comptoir de l'Artoise,https://s3-media2.fl.yelpcdn.com/bphoto/04Ttx7ZkK3UczNl1-2jKTA/o.jpg,False,https://www.yelp.com/biz/le-comptoir-de-l-artoise-paris-2?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,25.0,"[{'alias': 'italian', 'title': 'Italian'}]",5.0,[],+33143594112,+33 1 43 59 41 12,121.68466953125458,48.872302,2.308658,5 rue d'Artois,,,Paris,75008,FR,75,"[""5 rue d'Artois"", '75008 Paris', 'France']",€€€,Boétie - Ponthieu
FXCx3Tuj8NJfCKPHJzyakg,okuda-paris,Okuda,https://s3-media2.fl.yelpcdn.com/bphoto/uj-oIUpLxRg0ER86-yKKbQ/o.jpg,False,https://www.yelp.com/biz/okuda-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'japanese', 'title': 'Japanese'}]",5.0,[],+33140701919,+33 1 40 70 19 19,605.2230481277896,48.8670149,2.3028129,7 rue de la Trémoille,,,Paris,75008,FR,75,"['7 rue de la Trémoille', '75008 Paris', 'France']",,Boétie - Ponthieu
vf0SfwWuKbwmJJvtmzAKcg,le-gabriel-paris-2,Le Gabriel,https://s3-media4.fl.yelpcdn.com/bphoto/BimpxsaV_tBtWkAp8u-FyQ/o.jpg,False,https://www.yelp.com/biz/le-gabriel-paris-2?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,19.0,"[{'alias': 'french', 'title': 'French'}]",5.0,[],+33158366050,+33 1 58 36 60 50,449.4972068927721,48.869764,2.313287,42 avenue Gabriel,,,Paris,75008,FR,75,"['42 avenue Gabriel', '75008 Paris', 'France']",€€€€,Boétie - Ponthieu
fqn_3FlonAbku67LZOFzFQ,la-galette-du-liban-paris,La Galette du Liban,https://s3-media2.fl.yelpcdn.com/bphoto/imvlkKaaL5ex_XEMz4dm2w/o.jpg,False,https://www.yelp.com/biz/la-galette-du-liban-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,9.0,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,[],+33145624821,+33 1 45 62 48 21,392.48376509957404,48.8733040855109,2.30314341104508,23 rue de Washington,,,Paris,75008,FR,75,"['23 rue de Washington', '75008 Paris', 'France']",€€,Boétie - Ponthieu
wxS-igraHYS5C3ELPNdnVg,pages-paris,Pages,https://s3-media3.fl.yelpcdn.com/bphoto/Ug26aScXEIY5m9wNGgHm_A/o.jpg,False,https://www.yelp.com/biz/pages-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,13.0,"[{'alias': 'french', 'title': 'French'}]",5.0,[],+33147207494,+33 1 47 20 74 94,844.822337145555,48.8708134743974,2.29616437107325,4 rue Auguste Vacquerie,,,Paris,75116,FR,75,"['4 rue Auguste Vacquerie', '75116 Paris', 'France']",€€€€,Boétie - Ponthieu
EZDvf7GO4LdTBElWpR95Fg,terrasse-de-partech-paris,Terrasse de Partech,https://s3-media1.fl.yelpcdn.com/bphoto/P1eLpUYh3CXixmIx2Da9gA/o.jpg,False,https://www.yelp.com/biz/terrasse-de-partech-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,4.0,"[{'alias': 'financialadvising', 'title': 'Financial Advising'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,[],,,658.8122794435503,48.8729,2.3164,12 Rue de Penthièvre,,,Paris,75008,FR,75,"['12 Rue de Penthièvre', '75008 Paris', 'France']",€€€,Boétie - Ponthieu
GzWfXIXbGwacNHfJZyr-aw,sushi-okuda-paris,Sushi Okuda,https://s3-media1.fl.yelpcdn.com/bphoto/DIvdKQl7_2Wc-tseTYvuZA/o.jpg,False,https://www.yelp.com/biz/sushi-okuda-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,4.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,[],+33147201718,+33 1 47 20 17 18,613.265556377346,48.8670947,2.3024713,18 rue Boccador,,,Paris,75008,FR,75,"['18 rue Boccador', '75008 Paris', 'France']",,Boétie - Ponthieu
NlnxJAbtdC0IEkQ8--4Z2w,prêt-à-manger-paris-18,Prêt à Manger,https://s3-media1.fl.yelpcdn.com/bphoto/Q6s0cHE3Su2QukUW9y5_BA/o.jpg,False,https://www.yelp.com/biz/pr%C3%AAt-%C3%A0-manger-paris-18?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,4.0,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,[],+33142893803,+33 1 42 89 38 03,694.187613629219,48.87014,2.29829,58 avenue Marceau,,,Paris,75008,FR,75,"['58 avenue Marceau', '75008 Paris', 'France']",,Boétie - Ponthieu
_nILmFStE93xzMLDt7sr6g,allegria-paris-2,Allegria,https://s3-media2.fl.yelpcdn.com/bphoto/Mlt8tt4gY34gpuIY63nRdA/o.jpg,False,https://www.yelp.com/biz/allegria-paris-2?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,4.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}]",5.0,[],+33986240943,+33 9 86 24 09 43,139.7037895794355,48.87117,2.3096499,24 rue du Colisee,,,Paris,75008,FR,75,"['24 rue du Colisee', '75008 Paris', 'France']",€€,Boétie - Ponthieu
SKTQl4LX-enMA_7fFJKMzQ,la-brûlerie-des-ternes-paris,La Brûlerie des Ternes,https://s3-media4.fl.yelpcdn.com/bphoto/v8Vn7uJtRNnbJKguL9qfKA/o.jpg,False,https://www.yelp.com/biz/la-br%C3%BBlerie-des-ternes-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,4.0,"[{'alias': 'coffeeroasteries', 'title': 'Coffee Roasteries'}]",5.0,[],+33146225279,+33 1 46 22 52 79,1156.7327674107282,48.878881,2.296661,10 rue Poncelet,,,Paris,75017,FR,75,"['10 rue Poncelet', '75017 Paris', 'France']",€€€,Boétie - Ponthieu
VL8xQnwvbPwALQNuvqnY9g,neni-paris,NENI,https://s3-media2.fl.yelpcdn.com/bphoto/Tb3PlaJind_1vNwUHCjdUg/o.jpg,False,https://www.yelp.com/biz/neni-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,5.0,"[{'alias': 'french', 'title': 'French'}]",5.0,[],+33142808234,+33 1 42 80 82 34,842.12284025549,48.8795065,2.3547303,12 boulevard de Denain,,,Paris,75010,FR,75,"['12 boulevard de Denain', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
L484Kcj0HebtQtby9y9nqw,bulgogi-paris,Bulgogi,https://s3-media3.fl.yelpcdn.com/bphoto/UDx0mSWSt9q55OkKLLZeiQ/o.jpg,False,https://www.yelp.com/biz/bulgogi-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'korean', 'title': 'Korean'}]",5.0,[],,,1073.963175964232,48.870907,2.376759,12 rue Louis Bonnet,,,Paris,75011,FR,75,"['12 rue Louis Bonnet', '75011 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
1nWamR8Gv8fPaQfsy3TbNA,la-bécane-à-gaston-paris,La Bécane à Gaston,https://s3-media3.fl.yelpcdn.com/bphoto/Vl236kNWCmm9HjFDiQkkAA/o.jpg,False,https://www.yelp.com/biz/la-b%C3%A9cane-%C3%A0-gaston-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'french', 'title': 'French'}]",5.0,[],+33980732298,+33 9 80 73 22 98,663.6776180525478,48.87251,2.36112,24 rue Lucien Sampaix,,,Paris,75010,FR,75,"['24 rue Lucien Sampaix', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
JzfIx3vhYalXR9xuu61IOw,superbières-paris-3,Superbières,https://s3-media2.fl.yelpcdn.com/bphoto/jdbOdBIZzim2wkrjB9nP7w/o.jpg,False,https://www.yelp.com/biz/superbi%C3%A8res-paris-3?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,[],+33982529888,+33 9 82 52 98 88,337.3121851595508,48.8800507,2.3636501,203 rue du Faubourg Saint-Martin,,,Paris,75010,FR,75,"['203 rue du Faubourg Saint-Martin', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
BTs8KoiXPH2jLlURJvta-A,le-pain-des-copains-paris,Le Pain des Copains,https://s3-media3.fl.yelpcdn.com/bphoto/Kdj8GuPQdU1aQpj8eRZeyA/o.jpg,False,https://www.yelp.com/biz/le-pain-des-copains-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,5.0,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",5.0,[],+33142804169,+33 1 42 80 41 69,764.7367592385283,48.87298,2.35803,96 rue du Faubourg Saint-Martin,,,Paris,75010,FR,01,"['96 rue du Faubourg Saint-Martin', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
s8WX-lVvG9RUFtpTkkku4A,restaurant-ella-paris,Restaurant Ella,https://s3-media2.fl.yelpcdn.com/bphoto/XHC5-kaUZ5xXGt4gX1sDIg/o.jpg,False,https://www.yelp.com/biz/restaurant-ella-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,9.0,"[{'alias': 'turkish', 'title': 'Turkish'}]",5.0,[],+33147702095,+33 1 47 70 20 95,1216.5815040000703,48.87044,2.3531399,14 rue du Faubourg Saint-Denis,,,Paris,75010,FR,75,"['14 rue du Faubourg Saint-Denis', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
NfRFVlK7-4uV8-CcXVi0KA,two-stories-paris,Two Stories,https://s3-media2.fl.yelpcdn.com/bphoto/Ark1z7nSFRfDLSCzfEfIRg/o.jpg,False,https://www.yelp.com/biz/two-stories-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,9.0,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]",5.0,[],+33153161788,+33 1 53 16 17 88,669.3448305001363,48.8714683,2.3657338,72 quai de Jemmapes,,,Paris,75010,FR,75,"['72 quai de Jemmapes', '75010 Paris', 'France']",€€€,Jemmapes - Ecluses Saint-Martin
XrDNvRVXmYXrYTLZZzJyow,les-résistants-paris,Les Résistants,https://s3-media4.fl.yelpcdn.com/bphoto/7u96B4mgSops7mEsnAeM0g/o.jpg,False,https://www.yelp.com/biz/les-r%C3%A9sistants-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,8.0,"[{'alias': 'french', 'title': 'French'}]",5.0,[],+33142064374,+33 1 42 06 43 74,915.9511026502441,48.870082,2.360515,16-18 rue du Château d'Eau,,,Paris,75010,FR,75,"[""16-18 rue du Château d'Eau"", '75010 Paris', 'France']",€€€,Jemmapes - Ecluses Saint-Martin
NEEgRG1lU4yb4RfugrR43A,tony-paris-2,Tony,https://s3-media4.fl.yelpcdn.com/bphoto/l9o1_MLHKkUvh3lrubp7Og/o.jpg,False,https://www.yelp.com/biz/tony-paris-2?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,7.0,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",5.0,[],+33954967417,+33 9 54 96 74 17,1000.0519015009835,48.87291,2.35424,2 bis rue des Petites Ecuries,,,Paris,75010,FR,75,"['2 bis rue des Petites Ecuries', '75010 Paris', 'France']",€€,Jemmapes - Ecluses Saint-Martin
Q-iqfYih1nTEEWIWyBt8Pw,jumbo-express-paris,Jumbo Express,https://s3-media3.fl.yelpcdn.com/bphoto/FTQala8XjEfiiw-YbbUvxg/o.jpg,False,https://www.yelp.com/biz/jumbo-express-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,7.0,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}]",5.0,[],+33140375668,+33 1 40 37 56 68,251.5016710364658,48.8789393,2.3633725,25 rue Eugène Varlin,,,Paris,75010,FR,75,"['25 rue Eugène Varlin', '75010 Paris', 'France']",€,Jemmapes - Ecluses Saint-Martin
Q6mfWCz0hMu9wsfO1zQy2A,0-gustave-paris,0/Gustave,https://s3-media1.fl.yelpcdn.com/bphoto/1HzRDwJTfBWpH2ZWkfqquQ/o.jpg,False,https://www.yelp.com/biz/0-gustave-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,7.0,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,[],+33646739144,+33 6 46 73 91 44,1031.1516106944682,48.87071,2.35641,41 rue du Faubourg Saint-Martin,,,Paris,75010,FR,75,"['41 rue du Faubourg Saint-Martin', '75010 Paris', 'France']",€€,Jemmapes - Ecluses Saint-Martin
vS9_lZDvPPkoQndrqKo79Q,habile-paris-2,HABILE.,https://s3-media2.fl.yelpcdn.com/bphoto/Va26tuRYhs7aLqMqB10ceA/o.jpg,False,https://www.yelp.com/biz/habile-paris-2?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'restaurants', 'title': 'Restaurants'}]",5.0,[],+33144638262,+33 1 44 63 82 62,953.8918532106011,48.86965,2.36067,16 rue de Lancry,,,Paris,75010,FR,75,"['16 rue de Lancry', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
hu53X0AgSKMt8UuHjp5ZLw,giacomo-paris-3,Giacomo,https://s3-media1.fl.yelpcdn.com/bphoto/q_BrsAD_2d4fPzmR0gADJQ/o.jpg,False,https://www.yelp.com/biz/giacomo-paris-3?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'italian', 'title': 'Italian'}]",5.0,[],+33140379028,+33 1 40 37 90 28,379.1232028969286,48.8799748122413,2.36246455460787,8 rue Château Landon,,,Paris,75010,FR,75,"['8 rue Château Landon', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
lqJ84DHC4vGOka8laTNfKw,la-vache-dans-les-vignes-paris,La Vache dans les Vignes,https://s3-media3.fl.yelpcdn.com/bphoto/kNINtBgslAu_QAjfhnvyxQ/o.jpg,False,https://www.yelp.com/biz/la-vache-dans-les-vignes-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,12.0,"[{'alias': 'wineries', 'title': 'Wineries'}, {'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,[],+33177108836,+33 1 77 10 88 36,877.3193206762252,48.8696287,2.36711,46 Quai de Jemmapes,,,Paris,75010,FR,75,"['46 Quai de Jemmapes', '75010 Paris', 'France']",€€,Jemmapes - Ecluses Saint-Martin
yxMjypY-Wbgwe9LtynROxw,john-circus-paris,John Circus,https://s3-media1.fl.yelpcdn.com/bphoto/HS3r6e2Z4ONZ9Tgulwgbow/o.jpg,False,https://www.yelp.com/biz/john-circus-paris?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,[],+33145801914,+33 1 45 80 19 14,816.7654422306989,48.8748999,2.35562,103 rue du Faubourg Saint Denis,,,Paris,75010,FR,75,"['103 rue du Faubourg Saint Denis', '75010 Paris', 'France']",€€€,Jemmapes - Ecluses Saint-Martin
i-x9jq6JRv8jpH8SUztwSA,po-boy-paris-2,Po Boy,https://s3-media3.fl.yelpcdn.com/bphoto/RcmThRzxTNaSgOpyMzJdkw/o.jpg,False,https://www.yelp.com/biz/po-boy-paris-2?adjust_creative=cBr4t0M-GgBXDDCBqu5SRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cBr4t0M-GgBXDDCBqu5SRg,6.0,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}]",5.0,[],,,629.3312803978711,48.8718404994787,2.36538011395959,Quai de Jemmapes,,,Paris,75010,FR,75,"['Quai de Jemmapes', '75010 Paris', 'France']",,Jemmapes - Ecluses Saint-Martin
